Time,CO2_Temperature_Outlet,CO2_Temperature_Inlet,
2025/04/28 12:30:45.000,-34.930000305176,,
2025/04/28 12:30:51.000,-34.819999694824,,
2025/04/28 12:30:56.000,-34.930000305176,,
2025/04/28 12:31:08.000,-34.819999694824,,
2025/04/28 12:31:13.000,-34.930000305176,,
2025/04/28 12:31:36.000,,-32.5,
2025/04/28 12:33:42.000,-35.040000915527,,
2025/04/28 12:34:33.000,-34.930000305176,,
2025/04/28 12:34:39.000,-35.040000915527,,
2025/04/28 12:34:44.000,-34.930000305176,,
2025/04/28 12:34:50.000,-35.040000915527,-32.610000610352,
2025/04/28 12:35:00.000,,-32.5,
2025/04/28 12:35:23.000,-34.930000305176,,
2025/04/28 12:35:28.000,-35.040000915527,,
2025/04/28 12:35:39.000,-34.930000305176,,
2025/04/28 12:35:45.000,-35.040000915527,,
2025/04/28 12:36:02.000,-34.930000305176,,
2025/04/28 12:36:14.000,-35.040000915527,,
2025/04/28 12:36:20.000,-34.930000305176,,
2025/04/28 12:36:26.000,-35.040000915527,,
2025/04/28 12:36:32.000,-34.930000305176,,
2025/04/28 12:36:37.000,-35.040000915527,,
2025/04/28 12:37:38.000,,-32.610000610352,
2025/04/28 12:38:18.000,-35.149997711182,,
2025/04/28 12:38:23.000,-35.040000915527,,
2025/04/28 12:38:57.000,-34.930000305176,,
2025/04/28 12:39:02.000,-35.040000915527,-32.5,
2025/04/28 12:39:19.000,-34.930000305176,,
2025/04/28 12:39:25.000,-35.040000915527,,
2025/04/28 12:40:22.000,,-32.610000610352,
2025/04/28 12:40:34.000,-35.149997711182,,
2025/04/28 12:41:02.000,-35.040000915527,,
2025/04/28 12:41:14.000,-35.149997711182,,
2025/04/28 12:41:53.000,-35.040000915527,,
2025/04/28 12:42:16.000,-35.149997711182,,
2025/04/28 12:42:22.000,-35.040000915527,,
2025/04/28 12:43:00.000,-35.149997711182,,
2025/04/28 12:43:16.000,-35.040000915527,,
2025/04/28 12:43:22.000,-35.149997711182,,
2025/04/28 12:44:07.000,-35.040000915527,,
2025/04/28 12:44:12.000,-35.149997711182,,
2025/04/28 12:44:23.000,-35.040000915527,,
2025/04/28 12:44:29.000,-35.149997711182,,
2025/04/28 12:44:34.000,-35.040000915527,,
2025/04/28 12:44:57.000,-35.149997711182,,
2025/04/28 12:45:03.000,-35.040000915527,,
2025/04/28 12:45:47.000,-35.149997711182,,
2025/04/28 12:45:52.000,-35.040000915527,,
2025/04/28 12:46:02.000,-35.149997711182,,
2025/04/28 12:47:21.000,-35.040000915527,,
2025/04/28 12:47:26.000,-35.149997711182,,
2025/04/28 12:47:43.000,-35.040000915527,,
2025/04/28 12:47:59.000,-35.149997711182,,
2025/04/28 12:48:05.000,-35.040000915527,,
2025/04/28 12:49:02.000,-35.149997711182,,
2025/04/28 12:49:07.000,-35.040000915527,,
2025/04/28 12:49:13.000,-35.149997711182,,
2025/04/28 12:49:30.000,-35.040000915527,,
2025/04/28 12:49:36.000,-35.149997711182,,
2025/04/28 12:49:38.000,,-32.719997406006,
2025/04/28 12:49:42.000,-35.259998321533,,
2025/04/28 12:49:44.000,,-32.829998016357,
2025/04/28 12:49:47.000,-35.369998931885,,
2025/04/28 12:49:49.000,,-32.939998626709,
2025/04/28 12:49:55.000,,-33.04999923706,
2025/04/28 12:50:01.000,,-33.270000457764,
2025/04/28 12:50:05.000,-35.479999542236,,
2025/04/28 12:50:06.000,,-33.380001068115,
2025/04/28 12:50:11.000,-35.369998931885,,
2025/04/28 12:50:16.000,-35.479999542236,,
2025/04/28 12:50:17.000,,-33.48999786377,
2025/04/28 12:50:29.000,,-33.599998474121,
2025/04/28 12:50:44.000,-35.369998931885,,
2025/04/28 12:50:50.000,-35.479999542236,,
2025/04/28 12:50:55.000,-35.369998931885,,
2025/04/28 12:51:01.000,-35.479999542236,,
2025/04/28 12:51:06.000,-35.369998931885,,
2025/04/28 12:51:16.000,-35.479999542236,,
2025/04/28 12:51:20.000,,-33.709999084473,
2025/04/28 12:51:22.000,-35.369998931885,,
2025/04/28 12:51:25.000,,-33.599998474121,
2025/04/28 12:51:33.000,-35.479999542236,,
2025/04/28 12:51:36.000,,-33.709999084473,
2025/04/28 12:51:38.000,-35.369998931885,,
2025/04/28 12:51:43.000,-35.479999542236,,
2025/04/28 12:51:49.000,-35.369998931885,,
2025/04/28 12:52:24.000,-35.479999542236,,
2025/04/28 12:52:30.000,-35.369998931885,,
2025/04/28 12:52:35.000,-35.479999542236,,
2025/04/28 12:52:41.000,-35.369998931885,,
2025/04/28 12:53:30.000,-35.259998321533,,
2025/04/28 12:53:35.000,-35.369998931885,,
2025/04/28 12:53:47.000,-35.259998321533,,
2025/04/28 12:53:51.000,,-33.599998474121,
2025/04/28 12:53:57.000,,-33.709999084473,
2025/04/28 12:53:58.000,-35.369998931885,,
2025/04/28 12:54:08.000,-35.259998321533,,
2025/04/28 12:54:14.000,-35.369998931885,-33.599998474121,
2025/04/28 12:54:26.000,-35.259998321533,,
2025/04/28 12:54:31.000,-35.369998931885,-33.709999084473,
2025/04/28 12:54:37.000,,-33.599998474121,
2025/04/28 12:54:42.000,,-33.709999084473,
2025/04/28 12:54:48.000,,-33.599998474121,
2025/04/28 12:54:59.000,,-33.709999084473,
2025/04/28 12:55:44.000,,-33.599998474121,
2025/04/28 12:55:49.000,-35.259998321533,,
2025/04/28 12:55:55.000,-35.369998931885,,
2025/04/28 12:56:01.000,,-33.709999084473,
2025/04/28 12:56:06.000,,-33.599998474121,
2025/04/28 12:56:12.000,,-33.709999084473,
2025/04/28 12:56:17.000,-35.259998321533,-33.599998474121,
2025/04/28 12:56:22.000,-35.369998931885,,
2025/04/28 12:56:28.000,-35.259998321533,,
2025/04/28 12:56:39.000,-35.369998931885,-33.709999084473,
2025/04/28 12:56:45.000,-35.259998321533,,
2025/04/28 12:56:50.000,,-33.599998474121,
2025/04/28 12:57:47.000,-35.369998931885,,
2025/04/28 12:57:53.000,-35.259998321533,,
2025/04/28 12:59:01.000,-35.369998931885,,
2025/04/28 12:59:06.000,-35.259998321533,,
2025/04/28 12:59:56.000,-35.149997711182,,
2025/04/28 13:00:01.000,-35.259998321533,,
2025/04/28 13:00:19.000,-35.149997711182,,
2025/04/28 13:00:24.000,-35.259998321533,,
2025/04/28 13:00:41.000,-35.149997711182,,
2025/04/28 13:00:52.000,-35.259998321533,,
2025/04/28 13:01:37.000,-35.369998931885,,
2025/04/28 13:01:43.000,-35.259998321533,,
2025/04/28 13:02:16.000,-35.369998931885,,
2025/04/28 13:02:22.000,-35.259998321533,,
2025/04/28 13:03:29.000,-35.149997711182,,
2025/04/28 13:03:40.000,-35.259998321533,,
2025/04/28 13:04:03.000,-35.149997711182,,
2025/04/28 13:04:08.000,-35.259998321533,,
2025/04/28 13:05:52.000,-35.149997711182,,
2025/04/28 13:06:03.000,-35.259998321533,-33.48999786377,
2025/04/28 13:06:08.000,-35.149997711182,,
2025/04/28 13:06:32.000,-35.259998321533,,
2025/04/28 13:06:38.000,-35.149997711182,,
2025/04/28 13:06:44.000,-35.259998321533,,
2025/04/28 13:06:49.000,,-33.599998474121,
2025/04/28 13:06:54.000,,-33.48999786377,
2025/04/28 13:07:00.000,-35.149997711182,-33.599998474121,
2025/04/28 13:07:12.000,-35.259998321533,,
2025/04/28 13:07:17.000,-35.149997711182,,
2025/04/28 13:07:23.000,-35.259998321533,,
2025/04/28 13:08:12.000,-35.369998931885,,
2025/04/28 13:08:17.000,-35.259998321533,,
2025/04/28 13:08:52.000,-35.149997711182,,
2025/04/28 13:08:58.000,-35.259998321533,,
2025/04/28 13:09:09.000,-35.149997711182,,
2025/04/28 13:09:20.000,,-33.48999786377,
2025/04/28 13:09:26.000,,-33.599998474121,
2025/04/28 13:09:48.000,,-33.48999786377,
2025/04/28 13:09:54.000,-35.259998321533,,
2025/04/28 13:09:59.000,-35.149997711182,,
2025/04/28 13:10:05.000,-35.259998321533,,
2025/04/28 13:10:15.000,,-33.599998474121,
2025/04/28 13:11:57.000,-35.149997711182,,
2025/04/28 13:12:03.000,-35.259998321533,,
2025/04/28 13:12:14.000,-35.149997711182,,
2025/04/28 13:12:19.000,,-33.48999786377,
2025/04/28 13:12:41.000,-35.259998321533,,
2025/04/28 13:12:46.000,,-33.599998474121,
2025/04/28 13:13:15.000,-35.149997711182,,
2025/04/28 13:13:20.000,-35.259998321533,,
2025/04/28 13:14:32.000,-35.369998931885,,
2025/04/28 13:14:38.000,-35.259998321533,,
2025/04/28 13:15:12.000,-35.149997711182,,
2025/04/28 13:15:29.000,-35.259998321533,,
2025/04/28 13:15:40.000,-35.149997711182,,
2025/04/28 13:15:45.000,-35.259998321533,,
2025/04/28 13:16:02.000,-35.149997711182,,
2025/04/28 13:16:08.000,-35.259998321533,,
2025/04/28 13:16:52.000,-35.369998931885,,
2025/04/28 13:16:58.000,-35.259998321533,,
2025/04/28 13:17:03.000,-35.149997711182,,
2025/04/28 13:17:08.000,-35.259998321533,,
2025/04/28 13:17:36.000,-35.149997711182,,
2025/04/28 13:17:42.000,-35.259998321533,,
2025/04/28 13:17:53.000,-35.149997711182,,
2025/04/28 13:17:58.000,-35.259998321533,,
2025/04/28 13:18:04.000,-35.149997711182,,
2025/04/28 13:18:10.000,-35.259998321533,,
2025/04/28 13:18:15.000,-35.149997711182,,
2025/04/28 13:18:26.000,-35.259998321533,,
2025/04/28 13:18:42.000,-35.149997711182,,
2025/04/28 13:18:47.000,-35.259998321533,,
2025/04/28 13:18:58.000,-35.149997711182,,
2025/04/28 13:19:04.000,-35.259998321533,,
2025/04/28 13:19:16.000,-35.149997711182,,
2025/04/28 13:19:27.000,-35.259998321533,,
2025/04/28 13:19:49.000,-35.369998931885,,
2025/04/28 13:19:55.000,-35.259998321533,,
2025/04/28 13:20:06.000,-35.149997711182,,
2025/04/28 13:20:11.000,-35.259998321533,,
2025/04/28 13:22:46.000,-35.369998931885,,
2025/04/28 13:22:52.000,-35.259998321533,,
2025/04/28 13:22:58.000,-35.369998931885,,
2025/04/28 13:23:04.000,,-33.709999084473,
2025/04/28 13:23:15.000,,-33.599998474121,
2025/04/28 13:23:21.000,-35.259998321533,,
2025/04/28 13:23:32.000,-35.369998931885,,
2025/04/28 13:23:50.000,-35.259998321533,,
2025/04/28 13:23:55.000,-35.369998931885,-33.709999084473,
2025/04/28 13:24:00.000,-35.259998321533,,
2025/04/28 13:24:06.000,,-33.599998474121,
2025/04/28 13:24:12.000,-35.369998931885,-33.709999084473,
2025/04/28 13:24:18.000,-35.259998321533,,
2025/04/28 13:24:24.000,,-33.599998474121,
2025/04/28 13:25:03.000,-35.369998931885,,
2025/04/28 13:25:15.000,-35.259998321533,,
2025/04/28 13:25:38.000,-35.369998931885,,
2025/04/28 13:25:44.000,-35.259998321533,,
2025/04/28 13:25:49.000,-35.369998931885,-33.709999084473,
2025/04/28 13:26:22.000,-35.259998321533,,
2025/04/28 13:26:28.000,-35.369998931885,,
2025/04/28 13:26:45.000,-35.259998321533,,
2025/04/28 13:26:50.000,-35.369998931885,,
2025/04/28 13:27:02.000,-35.259998321533,,
2025/04/28 13:27:19.000,-35.369998931885,,
2025/04/28 13:27:25.000,-35.259998321533,,
2025/04/28 13:27:36.000,-35.149997711182,-33.599998474121,
2025/04/28 13:27:42.000,-35.259998321533,,
2025/04/28 13:27:53.000,-35.149997711182,,
2025/04/28 13:27:59.000,-35.259998321533,,
2025/04/28 13:28:05.000,-35.369998931885,,
2025/04/28 13:28:10.000,-35.259998321533,,
2025/04/28 13:28:15.000,-35.369998931885,,
2025/04/28 13:28:21.000,-35.259998321533,,
2025/04/28 13:28:37.000,-35.369998931885,,
2025/04/28 13:28:43.000,-35.259998321533,,
2025/04/28 13:28:49.000,-35.369998931885,-33.709999084473,
2025/04/28 13:28:54.000,-35.259998321533,-33.599998474121,
2025/04/28 13:29:05.000,-35.369998931885,-33.709999084473,
2025/04/28 13:29:17.000,-35.259998321533,,
2025/04/28 13:29:23.000,-35.369998931885,,
2025/04/28 13:30:02.000,-35.259998321533,,
2025/04/28 13:30:07.000,-35.369998931885,,
2025/04/28 13:30:24.000,-35.259998321533,,
2025/04/28 13:30:35.000,-35.369998931885,,
2025/04/28 13:30:41.000,-35.259998321533,,
2025/04/28 13:30:58.000,-35.369998931885,-33.599998474121,
2025/04/28 13:31:03.000,-35.259998321533,-33.709999084473,
2025/04/28 13:31:09.000,,-33.599998474121,
2025/04/28 13:31:42.000,-35.369998931885,,
2025/04/28 13:31:47.000,-35.259998321533,,
2025/04/28 13:31:53.000,-35.369998931885,,
2025/04/28 13:31:59.000,,-33.709999084473,
2025/04/28 13:32:05.000,-35.259998321533,-33.599998474121,
2025/04/28 13:32:16.000,-35.369998931885,,
2025/04/28 13:32:39.000,,-33.709999084473,
2025/04/28 13:32:45.000,-35.259998321533,,
2025/04/28 13:32:56.000,,-33.599998474121,
2025/04/28 13:33:02.000,-35.369998931885,,
2025/04/28 13:33:07.000,-35.259998321533,-33.709999084473,
2025/04/28 13:33:13.000,-35.369998931885,,
2025/04/28 13:33:18.000,-35.259998321533,,
2025/04/28 13:33:24.000,,-33.599998474121,
2025/04/28 13:33:57.000,-35.149997711182,,
2025/04/28 13:34:03.000,-35.259998321533,,
2025/04/28 13:34:25.000,-35.149997711182,,
2025/04/28 13:34:30.000,-35.259998321533,,
2025/04/28 13:35:42.000,-35.369998931885,,
2025/04/28 13:35:54.000,-35.259998321533,,
2025/04/28 13:36:06.000,-35.369998931885,,
2025/04/28 13:36:11.000,-35.259998321533,,
2025/04/28 13:36:44.000,-35.149997711182,,
2025/04/28 13:36:49.000,-35.259998321533,,
2025/04/28 13:37:00.000,-35.149997711182,,
2025/04/28 13:37:06.000,-35.259998321533,,
2025/04/28 13:37:22.000,-35.149997711182,,
2025/04/28 13:37:28.000,-35.259998321533,,
2025/04/28 13:37:45.000,-35.369998931885,,
2025/04/28 13:37:51.000,-35.259998321533,,
2025/04/28 13:37:56.000,-35.369998931885,,
2025/04/28 13:38:02.000,-35.259998321533,,
2025/04/28 13:38:30.000,-35.369998931885,,
2025/04/28 13:38:36.000,-35.259998321533,,
2025/04/28 13:39:08.000,-35.149997711182,,
2025/04/28 13:39:13.000,-35.259998321533,,
2025/04/28 13:39:49.000,-35.149997711182,,
2025/04/28 13:39:55.000,-35.259998321533,,
2025/04/28 13:40:05.000,-35.149997711182,,
2025/04/28 13:40:11.000,-35.259998321533,,
2025/04/28 13:40:49.000,-35.369998931885,,
2025/04/28 13:40:55.000,-35.259998321533,,
2025/04/28 13:41:00.000,-35.369998931885,,
2025/04/28 13:41:06.000,-35.259998321533,,
2025/04/28 13:41:12.000,-35.369998931885,,
2025/04/28 13:41:18.000,,-33.709999084473,
2025/04/28 13:41:40.000,-35.259998321533,-33.599998474121,
2025/04/28 13:41:45.000,,-33.709999084473,
2025/04/28 13:41:51.000,-35.369998931885,,
2025/04/28 13:41:57.000,-35.259998321533,,
2025/04/28 13:42:03.000,-35.369998931885,,
2025/04/28 13:42:19.000,-35.259998321533,,
2025/04/28 13:42:36.000,,-33.599998474121,
2025/04/28 13:43:25.000,-35.369998931885,,
2025/04/28 13:43:30.000,-35.259998321533,,
2025/04/28 13:43:53.000,-35.369998931885,,
2025/04/28 13:44:10.000,,-33.709999084473,
2025/04/28 13:44:16.000,-35.259998321533,,
2025/04/28 13:44:27.000,,-33.599998474121,
2025/04/28 13:45:01.000,-35.149997711182,,
2025/04/28 13:45:07.000,-35.259998321533,,
2025/04/28 13:45:42.000,-35.149997711182,,
2025/04/28 13:45:59.000,-35.259998321533,,
2025/04/28 13:46:09.000,-35.149997711182,,
2025/04/28 13:46:21.000,-35.259998321533,,
2025/04/28 13:46:27.000,,-33.48999786377,
2025/04/28 13:46:32.000,-35.149997711182,-33.599998474121,
2025/04/28 13:46:44.000,-35.259998321533,-33.48999786377,
2025/04/28 13:46:50.000,-35.149997711182,-33.599998474121,
2025/04/28 13:46:56.000,-35.259998321533,,
2025/04/28 13:47:02.000,-35.149997711182,,
2025/04/28 13:47:08.000,-35.259998321533,,
2025/04/28 13:47:52.000,-35.149997711182,,
2025/04/28 13:47:57.000,-35.259998321533,,
2025/04/28 13:48:35.000,-35.149997711182,,
2025/04/28 13:48:41.000,-35.259998321533,,
2025/04/28 13:48:46.000,-35.149997711182,,
2025/04/28 13:49:02.000,-35.259998321533,,
2025/04/28 13:49:07.000,-35.149997711182,,
2025/04/28 13:49:13.000,,-33.48999786377,
2025/04/28 13:49:19.000,-35.259998321533,,
2025/04/28 13:49:25.000,-35.149997711182,,
2025/04/28 13:49:36.000,-35.259998321533,,
2025/04/28 13:49:41.000,-35.149997711182,,
2025/04/28 13:49:46.000,-35.259998321533,,
2025/04/28 13:49:52.000,,-33.599998474121,
2025/04/28 13:50:37.000,-35.369998931885,,
2025/04/28 13:50:42.000,-35.259998321533,,
2025/04/28 13:51:27.000,-35.149997711182,,
2025/04/28 13:51:38.000,-35.259998321533,,
2025/04/28 13:51:44.000,-35.149997711182,,
2025/04/28 13:52:06.000,-35.259998321533,,
2025/04/28 13:52:56.000,-35.149997711182,,
2025/04/28 13:53:01.000,-35.259998321533,,
2025/04/28 13:53:07.000,-35.149997711182,,
2025/04/28 13:53:12.000,-35.259998321533,,
2025/04/28 13:54:09.000,-35.369998931885,,
2025/04/28 13:54:15.000,-35.259998321533,,
2025/04/28 13:54:44.000,-35.149997711182,,
2025/04/28 13:54:55.000,-35.259998321533,,
2025/04/28 13:55:11.000,-35.149997711182,,
2025/04/28 13:55:16.000,-35.259998321533,,
2025/04/28 13:56:07.000,-35.149997711182,,
2025/04/28 13:56:13.000,-35.259998321533,,
2025/04/28 13:57:04.000,-35.149997711182,,
2025/04/28 13:57:10.000,-35.259998321533,,
2025/04/28 13:57:21.000,-35.369998931885,,
2025/04/28 13:57:26.000,-35.259998321533,,
2025/04/28 13:57:43.000,-35.149997711182,,
2025/04/28 13:57:49.000,-35.259998321533,,
2025/04/28 13:58:00.000,-35.149997711182,,
2025/04/28 13:58:06.000,-35.259998321533,,
2025/04/28 13:58:28.000,-35.149997711182,,
2025/04/28 13:58:34.000,-35.259998321533,,
2025/04/28 13:58:55.000,-35.149997711182,,
2025/04/28 13:59:01.000,-35.259998321533,,
2025/04/28 13:59:52.000,-35.369998931885,,
2025/04/28 13:59:57.000,-35.259998321533,,
2025/04/28 14:01:04.000,-35.149997711182,,
2025/04/28 14:01:10.000,-35.259998321533,,
2025/04/28 14:02:28.000,-35.369998931885,,
2025/04/28 14:02:34.000,-35.259998321533,,
2025/04/28 14:03:01.000,-35.369998931885,,
2025/04/28 14:03:07.000,-35.149997711182,,
2025/04/28 14:03:13.000,-35.259998321533,,
2025/04/28 14:03:41.000,-35.149997711182,,
2025/04/28 14:03:52.000,-35.259998321533,,
2025/04/28 14:03:58.000,-35.149997711182,,
2025/04/28 14:04:16.000,-35.259998321533,,
2025/04/28 14:04:17.000,,-33.48999786377,
2025/04/28 14:04:23.000,,-33.380001068115,
2025/04/28 14:04:27.000,-35.149997711182,,
2025/04/28 14:04:28.000,,-33.270000457764,
2025/04/28 14:04:34.000,,-33.04999923706,
2025/04/28 14:04:39.000,,-32.719997406006,
2025/04/28 14:04:44.000,-35.040000915527,-32.610000610352,
2025/04/28 14:04:50.000,-35.149997711182,-32.389999389648,
2025/04/28 14:05:02.000,-35.040000915527,,
2025/04/28 14:05:08.000,-35.149997711182,,
2025/04/28 14:05:14.000,-35.040000915527,,
2025/04/28 14:05:25.000,-35.149997711182,,
2025/04/28 14:06:12.000,-35.040000915527,,
2025/04/28 14:06:45.000,-34.930000305176,,
2025/04/28 14:06:51.000,-35.040000915527,,
2025/04/28 14:06:56.000,-34.930000305176,,
2025/04/28 14:07:30.000,-35.040000915527,-32.5,
2025/04/28 14:07:36.000,,-32.719997406006,
2025/04/28 14:07:41.000,,-32.939998626709,
2025/04/28 14:07:47.000,-35.149997711182,-33.159999847412,
2025/04/28 14:07:53.000,,-33.380001068115,
2025/04/28 14:07:59.000,-35.259998321533,-34.04999923706,
2025/04/28 14:08:04.000,,-34.159999847412,
2025/04/28 14:08:10.000,,-33.939998626709,
2025/04/28 14:08:15.000,,-33.829998016357,
2025/04/28 14:08:21.000,-35.149997711182,-33.709999084473,
2025/04/28 14:08:26.000,,-33.599998474121,
2025/04/28 14:08:37.000,,-33.709999084473,
2025/04/28 14:08:43.000,-35.040000915527,,
2025/04/28 14:08:49.000,-35.149997711182,,
2025/04/28 14:09:05.000,-35.040000915527,,
2025/04/28 14:09:10.000,-35.149997711182,,
2025/04/28 14:09:16.000,-35.040000915527,-33.599998474121,
2025/04/28 14:09:44.000,-34.930000305176,,
2025/04/28 14:09:56.000,-35.040000915527,,
2025/04/28 14:10:57.000,-34.930000305176,,
2025/04/28 14:11:03.000,-35.040000915527,,
2025/04/28 14:11:09.000,-34.930000305176,,
2025/04/28 14:11:14.000,-35.040000915527,,
2025/04/28 14:11:20.000,-34.930000305176,,
2025/04/28 14:11:26.000,-35.040000915527,,
2025/04/28 14:12:05.000,-35.149997711182,,
2025/04/28 14:12:11.000,-35.040000915527,,
2025/04/28 14:12:16.000,-34.930000305176,,
2025/04/28 14:12:28.000,-35.040000915527,,
2025/04/28 14:12:39.000,-34.930000305176,,
2025/04/28 14:12:55.000,,-33.48999786377,
2025/04/28 14:13:01.000,-35.040000915527,,
2025/04/28 14:13:06.000,-34.930000305176,,
2025/04/28 14:13:12.000,,-33.599998474121,
2025/04/28 14:13:18.000,,-33.48999786377,
2025/04/28 14:13:53.000,-35.040000915527,,
2025/04/28 14:13:59.000,-34.930000305176,,
2025/04/28 14:14:04.000,-35.040000915527,,
2025/04/28 14:14:20.000,-34.930000305176,,
2025/04/28 14:14:27.000,,-33.599998474121,
2025/04/28 14:14:32.000,-35.040000915527,,
2025/04/28 14:14:37.000,-34.930000305176,,
2025/04/28 14:14:42.000,-35.040000915527,,
2025/04/28 14:14:48.000,-34.930000305176,,
2025/04/28 14:15:18.000,,-33.48999786377,
2025/04/28 14:15:23.000,-35.040000915527,,
2025/04/28 14:15:29.000,-34.930000305176,,
2025/04/28 14:16:56.000,-34.819999694824,,
2025/04/28 14:17:01.000,-34.930000305176,,
2025/04/28 14:17:29.000,-35.040000915527,,
2025/04/28 14:17:35.000,-34.930000305176,,
2025/04/28 14:18:26.000,-34.819999694824,,
2025/04/28 14:18:32.000,-34.709999084473,-33.380001068115,
2025/04/28 14:18:37.000,-34.819999694824,-33.270000457764,
2025/04/28 14:18:43.000,-34.709999084473,-33.04999923706,
2025/04/28 14:18:49.000,-34.599998474121,-32.939998626709,
2025/04/28 14:18:55.000,,-32.829998016357,
2025/04/28 14:19:05.000,,-32.719997406006,
2025/04/28 14:19:11.000,-34.48999786377,-32.610000610352,
2025/04/28 14:19:22.000,-34.380001068115,-32.5,
2025/04/28 14:19:28.000,-34.270000457764,-32.389999389648,
2025/04/28 14:19:38.000,-34.159999847412,-32.279998779297,
2025/04/28 14:19:44.000,-34.04999923706,-32.169998168945,
2025/04/28 14:19:50.000,,-32.059997558594,
2025/04/28 14:19:56.000,-33.939998626709,-31.949998855591,
2025/04/28 14:20:01.000,-34.04999923706,,
2025/04/28 14:20:07.000,-33.829998016357,,
2025/04/28 14:20:12.000,,-31.840000152588,
2025/04/28 14:20:23.000,,-31.729999542236,
2025/04/28 14:20:29.000,-33.709999084473,,
2025/04/28 14:20:35.000,-33.829998016357,,
2025/04/28 14:20:46.000,-33.709999084473,,
2025/04/28 14:20:52.000,-33.599998474121,-31.619998931885,
2025/04/28 14:20:58.000,-33.709999084473,-31.5,
2025/04/28 14:21:15.000,-33.599998474121,,
2025/04/28 14:21:27.000,,-31.389999389648,
2025/04/28 14:21:56.000,-33.380001068115,,
2025/04/28 14:22:02.000,-33.48999786377,-31.279998779297,
2025/04/28 14:22:08.000,-33.599998474121,,
2025/04/28 14:22:14.000,,-31.389999389648,
2025/04/28 14:22:19.000,,-31.279998779297,
2025/04/28 14:22:25.000,-33.48999786377,,
2025/04/28 14:22:31.000,-33.599998474121,,
2025/04/28 14:22:37.000,,-31.389999389648,
2025/04/28 14:23:10.000,,-31.279998779297,
2025/04/28 14:23:27.000,-33.709999084473,-31.389999389648,
2025/04/28 14:23:59.000,-33.829998016357,,
2025/04/28 14:24:27.000,,-31.5,
2025/04/28 14:24:33.000,,-31.389999389648,
2025/04/28 14:24:44.000,,-31.5,
2025/04/28 14:25:13.000,,-31.389999389648,
2025/04/28 14:25:24.000,-33.709999084473,,
2025/04/28 14:25:42.000,-33.829998016357,,
2025/04/28 14:26:04.000,-33.709999084473,,
2025/04/28 14:26:10.000,-33.829998016357,,
2025/04/28 14:26:21.000,,-31.5,
2025/04/28 14:27:09.000,-33.939998626709,,
2025/04/28 14:27:14.000,-33.829998016357,,
2025/04/28 14:27:20.000,-33.939998626709,,
2025/04/28 14:27:25.000,-33.829998016357,,
2025/04/28 14:27:36.000,-33.939998626709,,
2025/04/28 14:27:41.000,-33.829998016357,,
2025/04/28 14:27:47.000,-33.939998626709,,
2025/04/28 14:28:04.000,-33.829998016357,,
2025/04/28 14:29:18.000,-33.939998626709,,
2025/04/28 14:29:52.000,-33.829998016357,,
2025/04/28 14:29:58.000,-33.939998626709,,
2025/04/28 14:30:26.000,,-31.619998931885,
2025/04/28 14:30:54.000,-33.829998016357,-31.5,
2025/04/28 14:30:59.000,-33.939998626709,-31.619998931885,
2025/04/28 14:31:05.000,,-31.5,
2025/04/28 14:31:23.000,-33.829998016357,,
2025/04/28 14:31:29.000,-33.939998626709,,
2025/04/28 14:31:40.000,-33.829998016357,,
2025/04/28 14:31:46.000,-33.939998626709,,
2025/04/28 14:32:02.000,,-31.619998931885,
2025/04/28 14:32:20.000,-34.04999923706,,
2025/04/28 14:32:25.000,-33.939998626709,,
2025/04/28 14:32:48.000,-34.04999923706,,
2025/04/28 14:33:06.000,-33.939998626709,,
2025/04/28 14:33:23.000,-34.04999923706,,
2025/04/28 14:33:28.000,-33.939998626709,,
2025/04/28 14:33:34.000,-34.04999923706,,
2025/04/28 14:33:39.000,-33.939998626709,,
2025/04/28 14:33:50.000,-34.04999923706,,
2025/04/28 14:33:56.000,-33.939998626709,,
2025/04/28 14:34:46.000,-34.04999923706,,
2025/04/28 14:34:52.000,-33.939998626709,,
2025/04/28 14:36:01.000,-34.04999923706,,
2025/04/28 14:36:07.000,-33.939998626709,,
2025/04/28 14:36:12.000,-34.04999923706,,
2025/04/28 14:36:39.000,-33.939998626709,,
2025/04/28 14:36:45.000,-34.04999923706,,
2025/04/28 14:36:56.000,-33.939998626709,,
2025/04/28 14:38:09.000,,-31.5,
2025/04/28 14:38:15.000,,-31.619998931885,
2025/04/28 14:38:22.000,-34.04999923706,,
2025/04/28 14:39:13.000,-34.159999847412,,
2025/04/28 14:39:19.000,-34.04999923706,,
2025/04/28 14:39:23.000,,-31.729999542236,
2025/04/28 14:39:36.000,-34.159999847412,,
2025/04/28 14:39:42.000,-34.04999923706,,
2025/04/28 14:39:53.000,-34.159999847412,,
2025/04/28 14:40:05.000,-34.04999923706,,
2025/04/28 14:40:55.000,-34.159999847412,,
2025/04/28 14:41:00.000,-34.04999923706,,
2025/04/28 14:41:17.000,-34.159999847412,,
2025/04/28 14:41:23.000,-34.04999923706,,
2025/04/28 14:41:34.000,-34.159999847412,,
2025/04/28 14:42:06.000,,-31.840000152588,
2025/04/28 14:42:07.000,-34.270000457764,,
2025/04/28 14:42:13.000,-34.159999847412,,
2025/04/28 14:42:18.000,-34.270000457764,,
2025/04/28 14:42:24.000,-34.159999847412,,
2025/04/28 14:42:41.000,-34.270000457764,,
2025/04/28 14:42:52.000,-34.159999847412,,
2025/04/28 14:42:58.000,-34.270000457764,,
